n,p,rep,rounds
48100,0.1,1,126
48100,0.1,2,103
48100,0.1,3,105
48100,0.1,4,117
48100,0.1,5,117
48100,0.1,6,110
48100,0.1,7,95
48100,0.1,8,101
48100,0.1,9,99
48100,0.1,10,109
48100,0.1,11,115
48100,0.1,12,113
48100,0.1,13,99
48100,0.1,14,91
48100,0.1,15,105
48100,0.1,16,97
48100,0.1,17,119
48100,0.1,18,94
48100,0.1,19,99
48100,0.1,20,102
48100,0.1,21,125
48100,0.1,22,105
48100,0.1,23,109
48100,0.1,24,100
48100,0.1,25,109
48100,0.1,26,119
48100,0.1,27,97
48100,0.1,28,101
48100,0.1,29,124
48100,0.1,30,117
48100,0.1,31,128
48100,0.1,32,89
48100,0.1,33,92
48100,0.1,34,105
48100,0.1,35,123
48100,0.1,36,97
48100,0.1,37,115
48100,0.1,38,109
48100,0.1,39,106
48100,0.1,40,100
48100,0.1,41,119
48100,0.1,42,99
48100,0.1,43,118
48100,0.1,44,101
48100,0.1,45,102
48100,0.1,46,108
48100,0.1,47,100
48100,0.1,48,99
48100,0.1,49,89
48100,0.1,50,99
48200,0.1,1,104
48200,0.1,2,98
48200,0.1,3,88
48200,0.1,4,99
48200,0.1,5,113
48200,0.1,6,99
48200,0.1,7,97
48200,0.1,8,110
48200,0.1,9,117
48200,0.1,10,127
48200,0.1,11,100
48200,0.1,12,110
48200,0.1,13,120
48200,0.1,14,94
48200,0.1,15,132
48200,0.1,16,106
48200,0.1,17,100
48200,0.1,18,98
48200,0.1,19,112
48200,0.1,20,92
48200,0.1,21,99
48200,0.1,22,94
48200,0.1,23,99
48200,0.1,24,99
48200,0.1,25,117
48200,0.1,26,113
48200,0.1,27,105
48200,0.1,28,101
48200,0.1,29,109
48200,0.1,30,93
48200,0.1,31,111
48200,0.1,32,112
48200,0.1,33,110
48200,0.1,34,106
48200,0.1,35,124
48200,0.1,36,107
48200,0.1,37,100
48200,0.1,38,111
48200,0.1,39,94
48200,0.1,40,107
48200,0.1,41,101
48200,0.1,42,98
48200,0.1,43,106
48200,0.1,44,192
48200,0.1,45,93
48200,0.1,46,105
48200,0.1,47,109
48200,0.1,48,111
48200,0.1,49,101
48200,0.1,50,112
48300,0.1,1,94
48300,0.1,2,110
48300,0.1,3,88
48300,0.1,4,103
48300,0.1,5,109
48300,0.1,6,114
48300,0.1,7,107
48300,0.1,8,116
48300,0.1,9,103
48300,0.1,10,94
48300,0.1,11,86
48300,0.1,12,100
48300,0.1,13,117
48300,0.1,14,109
48300,0.1,15,111
48300,0.1,16,114
48300,0.1,17,94
48300,0.1,18,117
48300,0.1,19,103
48300,0.1,20,114
48300,0.1,21,134
48300,0.1,22,95
48300,0.1,23,116
48300,0.1,24,104
48300,0.1,25,109
48300,0.1,26,98
48300,0.1,27,100
48300,0.1,28,112
48300,0.1,29,138
48300,0.1,30,112
48300,0.1,31,112
48300,0.1,32,89
48300,0.1,33,107
48300,0.1,34,100
48300,0.1,35,95
48300,0.1,36,117
48300,0.1,37,96
48300,0.1,38,105
48300,0.1,39,133
48300,0.1,40,123
48300,0.1,41,102
48300,0.1,42,123
48300,0.1,43,98
48300,0.1,44,103
48300,0.1,45,103
48300,0.1,46,121
48300,0.1,47,85
48300,0.1,48,120
48300,0.1,49,102
48300,0.1,50,103
48400,0.1,1,101
48400,0.1,2,117
48400,0.1,3,117
48400,0.1,4,91
48400,0.1,5,150
48400,0.1,6,107
48400,0.1,7,104
48400,0.1,8,116
48400,0.1,9,128
48400,0.1,10,109
48400,0.1,11,127
48400,0.1,12,95
48400,0.1,13,115
48400,0.1,14,116
48400,0.1,15,97
48400,0.1,16,104
48400,0.1,17,107
48400,0.1,18,99
48400,0.1,19,114
48400,0.1,20,104
48400,0.1,21,98
48400,0.1,22,92
48400,0.1,23,104
48400,0.1,24,100
48400,0.1,25,97
48400,0.1,26,107
48400,0.1,27,110
48400,0.1,28,98
48400,0.1,29,104
48400,0.1,30,128
48400,0.1,31,106
48400,0.1,32,94
48400,0.1,33,95
48400,0.1,34,104
48400,0.1,35,107
48400,0.1,36,105
48400,0.1,37,99
48400,0.1,38,127
48400,0.1,39,114
48400,0.1,40,111
48400,0.1,41,108
48400,0.1,42,119
48400,0.1,43,104
48400,0.1,44,129
48400,0.1,45,114
48400,0.1,46,95
48400,0.1,47,95
48400,0.1,48,108
48400,0.1,49,112
48400,0.1,50,108
48500,0.1,1,120
48500,0.1,2,109
48500,0.1,3,91
48500,0.1,4,95
48500,0.1,5,104
48500,0.1,6,107
48500,0.1,7,134
48500,0.1,8,112
48500,0.1,9,118
48500,0.1,10,126
48500,0.1,11,106
48500,0.1,12,96
48500,0.1,13,143
48500,0.1,14,112
48500,0.1,15,114
48500,0.1,16,97
48500,0.1,17,94
48500,0.1,18,103
48500,0.1,19,110
48500,0.1,20,143
48500,0.1,21,93
48500,0.1,22,131
48500,0.1,23,123
48500,0.1,24,99
48500,0.1,25,98
48500,0.1,26,121
48500,0.1,27,107
48500,0.1,28,100
48500,0.1,29,114
48500,0.1,30,110
48500,0.1,31,98
48500,0.1,32,95
48500,0.1,33,103
48500,0.1,34,135
48500,0.1,35,103
48500,0.1,36,109
48500,0.1,37,104
48500,0.1,38,126
48500,0.1,39,99
48500,0.1,40,99
48500,0.1,41,98
48500,0.1,42,103
48500,0.1,43,105
48500,0.1,44,118
48500,0.1,45,103
48500,0.1,46,113
48500,0.1,47,97
48500,0.1,48,124
48500,0.1,49,91
48500,0.1,50,97
48600,0.1,1,97
48600,0.1,2,99
48600,0.1,3,102
48600,0.1,4,104
48600,0.1,5,95
48600,0.1,6,124
48600,0.1,7,100
48600,0.1,8,93
48600,0.1,9,95
48600,0.1,10,112
48600,0.1,11,107
48600,0.1,12,120
48600,0.1,13,112
48600,0.1,14,96
48600,0.1,15,113
48600,0.1,16,104
48600,0.1,17,135
48600,0.1,18,107
48600,0.1,19,118
48600,0.1,20,118
48600,0.1,21,110
48600,0.1,22,115
48600,0.1,23,113
48600,0.1,24,118
48600,0.1,25,111
48600,0.1,26,99
48600,0.1,27,93
48600,0.1,28,104
48600,0.1,29,96
48600,0.1,30,103
48600,0.1,31,102
48600,0.1,32,115
48600,0.1,33,124
48600,0.1,34,108
48600,0.1,35,125
48600,0.1,36,103
48600,0.1,37,115
48600,0.1,38,128
48600,0.1,39,102
48600,0.1,40,107
48600,0.1,41,99
48600,0.1,42,136
48600,0.1,43,113
48600,0.1,44,121
48600,0.1,45,115
48600,0.1,46,100
48600,0.1,47,104
48600,0.1,48,119
48600,0.1,49,101
48600,0.1,50,103
48700,0.1,1,102
48700,0.1,2,101
48700,0.1,3,136
48700,0.1,4,106
48700,0.1,5,124
48700,0.1,6,104
48700,0.1,7,104
48700,0.1,8,96
48700,0.1,9,107
48700,0.1,10,111
48700,0.1,11,99
48700,0.1,12,113
48700,0.1,13,94
48700,0.1,14,122
48700,0.1,15,102
48700,0.1,16,105
48700,0.1,17,103
48700,0.1,18,100
48700,0.1,19,117
48700,0.1,20,116
48700,0.1,21,101
48700,0.1,22,98
48700,0.1,23,97
48700,0.1,24,104
48700,0.1,25,112
48700,0.1,26,129
48700,0.1,27,98
48700,0.1,28,127
48700,0.1,29,117
48700,0.1,30,104
48700,0.1,31,105
48700,0.1,32,120
48700,0.1,33,105
48700,0.1,34,117
48700,0.1,35,111
48700,0.1,36,91
48700,0.1,37,107
48700,0.1,38,105
48700,0.1,39,110
48700,0.1,40,91
48700,0.1,41,114
48700,0.1,42,113
48700,0.1,43,100
48700,0.1,44,128
48700,0.1,45,132
48700,0.1,46,101
48700,0.1,47,98
48700,0.1,48,105
48700,0.1,49,113
48700,0.1,50,93
48800,0.1,1,119
48800,0.1,2,101
48800,0.1,3,94
48800,0.1,4,140
48800,0.1,5,100
48800,0.1,6,112
48800,0.1,7,97
48800,0.1,8,107
48800,0.1,9,122
48800,0.1,10,94
48800,0.1,11,108
48800,0.1,12,89
48800,0.1,13,105
48800,0.1,14,105
48800,0.1,15,123
48800,0.1,16,116
48800,0.1,17,103
48800,0.1,18,113
48800,0.1,19,97
48800,0.1,20,98
48800,0.1,21,114
48800,0.1,22,146
48800,0.1,23,96
48800,0.1,24,114
48800,0.1,25,92
48800,0.1,26,105
48800,0.1,27,113
48800,0.1,28,136
48800,0.1,29,108
48800,0.1,30,114
48800,0.1,31,106
48800,0.1,32,120
48800,0.1,33,103
48800,0.1,34,107
48800,0.1,35,103
48800,0.1,36,139
48800,0.1,37,133
48800,0.1,38,110
48800,0.1,39,116
48800,0.1,40,93
48800,0.1,41,117
48800,0.1,42,103
48800,0.1,43,92
48800,0.1,44,110
48800,0.1,45,101
48800,0.1,46,100
48800,0.1,47,130
48800,0.1,48,103
48800,0.1,49,115
48800,0.1,50,111
48900,0.1,1,111
48900,0.1,2,96
48900,0.1,3,118
48900,0.1,4,105
48900,0.1,5,144
48900,0.1,6,114
48900,0.1,7,97
48900,0.1,8,115
48900,0.1,9,106
48900,0.1,10,129
48900,0.1,11,115
48900,0.1,12,101
48900,0.1,13,106
48900,0.1,14,111
48900,0.1,15,98
48900,0.1,16,109
48900,0.1,17,101
48900,0.1,18,90
48900,0.1,19,111
48900,0.1,20,101
48900,0.1,21,103
48900,0.1,22,95
48900,0.1,23,98
48900,0.1,24,107
48900,0.1,25,100
48900,0.1,26,113
48900,0.1,27,128
48900,0.1,28,91
48900,0.1,29,102
48900,0.1,30,94
48900,0.1,31,112
48900,0.1,32,121
48900,0.1,33,128
48900,0.1,34,104
48900,0.1,35,91
48900,0.1,36,101
48900,0.1,37,104
48900,0.1,38,99
48900,0.1,39,106
48900,0.1,40,101
48900,0.1,41,118
48900,0.1,42,110
48900,0.1,43,108
48900,0.1,44,101
48900,0.1,45,111
48900,0.1,46,123
48900,0.1,47,99
48900,0.1,48,115
48900,0.1,49,117
48900,0.1,50,99
49000,0.1,1,107
49000,0.1,2,110
49000,0.1,3,129
49000,0.1,4,112
49000,0.1,5,129
49000,0.1,6,121
49000,0.1,7,108
49000,0.1,8,92
49000,0.1,9,112
49000,0.1,10,105
49000,0.1,11,117
49000,0.1,12,129
49000,0.1,13,103
49000,0.1,14,92
49000,0.1,15,134
49000,0.1,16,102
49000,0.1,17,107
49000,0.1,18,121
49000,0.1,19,100
49000,0.1,20,112
49000,0.1,21,105
49000,0.1,22,99
49000,0.1,23,105
49000,0.1,24,123
49000,0.1,25,113
49000,0.1,26,102
49000,0.1,27,138
49000,0.1,28,112
49000,0.1,29,94
49000,0.1,30,108
49000,0.1,31,89
49000,0.1,32,99
49000,0.1,33,143
49000,0.1,34,116
49000,0.1,35,113
49000,0.1,36,115
49000,0.1,37,113
49000,0.1,38,113
49000,0.1,39,116
49000,0.1,40,95
49000,0.1,41,118
49000,0.1,42,106
49000,0.1,43,130
49000,0.1,44,91
49000,0.1,45,121
49000,0.1,46,114
49000,0.1,47,89
49000,0.1,48,112
49000,0.1,49,111
49000,0.1,50,133
49100,0.1,1,100
49100,0.1,2,100
49100,0.1,3,112
49100,0.1,4,124
49100,0.1,5,102
49100,0.1,6,105
49100,0.1,7,124
49100,0.1,8,88
49100,0.1,9,100
49100,0.1,10,118
49100,0.1,11,107
49100,0.1,12,110
49100,0.1,13,101
49100,0.1,14,94
49100,0.1,15,118
49100,0.1,16,102
49100,0.1,17,120
49100,0.1,18,108
49100,0.1,19,135
49100,0.1,20,116
49100,0.1,21,112
49100,0.1,22,124
49100,0.1,23,113
49100,0.1,24,98
49100,0.1,25,105
49100,0.1,26,116
49100,0.1,27,139
49100,0.1,28,117
49100,0.1,29,129
49100,0.1,30,88
49100,0.1,31,95
49100,0.1,32,96
49100,0.1,33,98
49100,0.1,34,123
49100,0.1,35,131
49100,0.1,36,101
49100,0.1,37,103
49100,0.1,38,116
49100,0.1,39,112
49100,0.1,40,109
49100,0.1,41,117
49100,0.1,42,134
49100,0.1,43,105
49100,0.1,44,114
49100,0.1,45,102
49100,0.1,46,104
49100,0.1,47,102
49100,0.1,48,106
49100,0.1,49,117
49100,0.1,50,102
49200,0.1,1,101
49200,0.1,2,101
49200,0.1,3,106
49200,0.1,4,119
49200,0.1,5,111
49200,0.1,6,104
49200,0.1,7,116
49200,0.1,8,108
49200,0.1,9,99
49200,0.1,10,116
49200,0.1,11,98
49200,0.1,12,148
49200,0.1,13,107
49200,0.1,14,110
49200,0.1,15,121
49200,0.1,16,100
49200,0.1,17,138
49200,0.1,18,98
49200,0.1,19,107
49200,0.1,20,106
49200,0.1,21,111
49200,0.1,22,109
49200,0.1,23,120
49200,0.1,24,94
49200,0.1,25,126
49200,0.1,26,106
49200,0.1,27,115
49200,0.1,28,103
49200,0.1,29,103
49200,0.1,30,112
49200,0.1,31,113
49200,0.1,32,97
49200,0.1,33,125
49200,0.1,34,131
49200,0.1,35,110
49200,0.1,36,121
49200,0.1,37,102
49200,0.1,38,102
49200,0.1,39,113
49200,0.1,40,93
49200,0.1,41,112
49200,0.1,42,149
49200,0.1,43,97
49200,0.1,44,135
49200,0.1,45,93
49200,0.1,46,110
49200,0.1,47,115
49200,0.1,48,93
49200,0.1,49,95
49200,0.1,50,112
49300,0.1,1,91
49300,0.1,2,111
49300,0.1,3,100
49300,0.1,4,98
49300,0.1,5,100
49300,0.1,6,102
49300,0.1,7,123
49300,0.1,8,111
49300,0.1,9,112
49300,0.1,10,106
49300,0.1,11,111
49300,0.1,12,103
49300,0.1,13,114
49300,0.1,14,99
49300,0.1,15,99
49300,0.1,16,129
49300,0.1,17,96
49300,0.1,18,100
49300,0.1,19,111
49300,0.1,20,110
49300,0.1,21,164
49300,0.1,22,137
49300,0.1,23,123
49300,0.1,24,120
49300,0.1,25,133
49300,0.1,26,107
49300,0.1,27,87
49300,0.1,28,118
49300,0.1,29,112
49300,0.1,30,101
49300,0.1,31,96
49300,0.1,32,107
49300,0.1,33,106
49300,0.1,34,118
49300,0.1,35,124
49300,0.1,36,103
49300,0.1,37,99
49300,0.1,38,90
49300,0.1,39,94
49300,0.1,40,119
49300,0.1,41,103
49300,0.1,42,136
49300,0.1,43,98
49300,0.1,44,123
49300,0.1,45,114
49300,0.1,46,112
49300,0.1,47,95
49300,0.1,48,113
49300,0.1,49,119
49300,0.1,50,109
49400,0.1,1,109
49400,0.1,2,116
49400,0.1,3,92
49400,0.1,4,120
49400,0.1,5,117
49400,0.1,6,96
49400,0.1,7,102
49400,0.1,8,123
49400,0.1,9,123
49400,0.1,10,113
49400,0.1,11,101
49400,0.1,12,113
49400,0.1,13,97
49400,0.1,14,95
49400,0.1,15,116
49400,0.1,16,115
49400,0.1,17,94
49400,0.1,18,98
49400,0.1,19,112
49400,0.1,20,112
49400,0.1,21,101
49400,0.1,22,111
49400,0.1,23,111
49400,0.1,24,97
49400,0.1,25,112
49400,0.1,26,121
49400,0.1,27,101
49400,0.1,28,107
49400,0.1,29,94
49400,0.1,30,114
49400,0.1,31,111
49400,0.1,32,106
49400,0.1,33,115
49400,0.1,34,99
49400,0.1,35,127
49400,0.1,36,106
49400,0.1,37,117
49400,0.1,38,90
49400,0.1,39,139
49400,0.1,40,124
49400,0.1,41,94
49400,0.1,42,95
49400,0.1,43,124
49400,0.1,44,111
49400,0.1,45,96
49400,0.1,46,108
49400,0.1,47,118
49400,0.1,48,108
49400,0.1,49,110
49400,0.1,50,114
49500,0.1,1,91
49500,0.1,2,98
49500,0.1,3,110
49500,0.1,4,116
49500,0.1,5,114
49500,0.1,6,109
49500,0.1,7,106
49500,0.1,8,103
49500,0.1,9,99
49500,0.1,10,99
49500,0.1,11,126
49500,0.1,12,103
49500,0.1,13,110
49500,0.1,14,123
49500,0.1,15,98
49500,0.1,16,100
49500,0.1,17,122
49500,0.1,18,97
49500,0.1,19,104
49500,0.1,20,136
49500,0.1,21,116
49500,0.1,22,106
49500,0.1,23,109
49500,0.1,24,120
49500,0.1,25,105
49500,0.1,26,100
49500,0.1,27,95
49500,0.1,28,90
49500,0.1,29,108
49500,0.1,30,102
49500,0.1,31,97
49500,0.1,32,102
49500,0.1,33,111
49500,0.1,34,102
49500,0.1,35,97
49500,0.1,36,98
49500,0.1,37,112
49500,0.1,38,123
49500,0.1,39,107
49500,0.1,40,113
49500,0.1,41,98
49500,0.1,42,100
49500,0.1,43,96
49500,0.1,44,94
49500,0.1,45,92
49500,0.1,46,111
49500,0.1,47,141
49500,0.1,48,111
49500,0.1,49,111
49500,0.1,50,102
49600,0.1,1,109
49600,0.1,2,98
49600,0.1,3,97
49600,0.1,4,95
49600,0.1,5,133
49600,0.1,6,123
49600,0.1,7,89
49600,0.1,8,112
49600,0.1,9,117
49600,0.1,10,104
49600,0.1,11,103
49600,0.1,12,96
49600,0.1,13,119
49600,0.1,14,106
49600,0.1,15,90
49600,0.1,16,103
49600,0.1,17,111
49600,0.1,18,98
49600,0.1,19,112
49600,0.1,20,92
49600,0.1,21,98
49600,0.1,22,100
49600,0.1,23,109
49600,0.1,24,109
49600,0.1,25,116
49600,0.1,26,107
49600,0.1,27,118
49600,0.1,28,110
49600,0.1,29,115
49600,0.1,30,103
49600,0.1,31,103
49600,0.1,32,130
49600,0.1,33,135
49600,0.1,34,111
49600,0.1,35,111
49600,0.1,36,125
49600,0.1,37,106
49600,0.1,38,101
49600,0.1,39,101
49600,0.1,40,115
49600,0.1,41,135
49600,0.1,42,89
49600,0.1,43,96
49600,0.1,44,117
49600,0.1,45,95
49600,0.1,46,111
49600,0.1,47,105
49600,0.1,48,99
49600,0.1,49,96
49600,0.1,50,100
49700,0.1,1,111
49700,0.1,2,98
49700,0.1,3,116
49700,0.1,4,96
49700,0.1,5,111
49700,0.1,6,108
49700,0.1,7,135
49700,0.1,8,101
49700,0.1,9,110
49700,0.1,10,113
49700,0.1,11,115
49700,0.1,12,112
49700,0.1,13,94
49700,0.1,14,110
49700,0.1,15,99
49700,0.1,16,101
49700,0.1,17,110
49700,0.1,18,87
49700,0.1,19,101
49700,0.1,20,107
49700,0.1,21,110
49700,0.1,22,106
49700,0.1,23,110
49700,0.1,24,106
49700,0.1,25,105
49700,0.1,26,95
49700,0.1,27,115
49700,0.1,28,114
49700,0.1,29,97
49700,0.1,30,110
49700,0.1,31,100
49700,0.1,32,110
49700,0.1,33,118
49700,0.1,34,93
49700,0.1,35,107
49700,0.1,36,91
49700,0.1,37,98
49700,0.1,38,107
49700,0.1,39,102
49700,0.1,40,125
49700,0.1,41,103
49700,0.1,42,113
49700,0.1,43,92
49700,0.1,44,98
49700,0.1,45,99
49700,0.1,46,122
49700,0.1,47,108
49700,0.1,48,106
49700,0.1,49,98
49700,0.1,50,119
49800,0.1,1,119
49800,0.1,2,109
49800,0.1,3,113
49800,0.1,4,101
49800,0.1,5,126
49800,0.1,6,125
49800,0.1,7,113
49800,0.1,8,92
49800,0.1,9,93
49800,0.1,10,115
49800,0.1,11,104
49800,0.1,12,110
49800,0.1,13,113
49800,0.1,14,96
49800,0.1,15,104
49800,0.1,16,114
49800,0.1,17,121
49800,0.1,18,102
49800,0.1,19,111
49800,0.1,20,116
49800,0.1,21,91
49800,0.1,22,103
49800,0.1,23,90
49800,0.1,24,123
49800,0.1,25,103
49800,0.1,26,112
49800,0.1,27,126
49800,0.1,28,101
49800,0.1,29,100
49800,0.1,30,125
49800,0.1,31,104
49800,0.1,32,96
49800,0.1,33,143
49800,0.1,34,107
49800,0.1,35,122
49800,0.1,36,107
49800,0.1,37,92
49800,0.1,38,112
49800,0.1,39,99
49800,0.1,40,94
49800,0.1,41,105
49800,0.1,42,113
49800,0.1,43,103
49800,0.1,44,119
49800,0.1,45,109
49800,0.1,46,119
49800,0.1,47,135
49800,0.1,48,108
49800,0.1,49,114
49800,0.1,50,110
49900,0.1,1,117
49900,0.1,2,106
49900,0.1,3,104
49900,0.1,4,107
49900,0.1,5,113
49900,0.1,6,102
49900,0.1,7,126
49900,0.1,8,109
49900,0.1,9,95
49900,0.1,10,111
49900,0.1,11,114
49900,0.1,12,96
49900,0.1,13,103
49900,0.1,14,102
49900,0.1,15,124
49900,0.1,16,112
49900,0.1,17,97
49900,0.1,18,105
49900,0.1,19,108
49900,0.1,20,106
49900,0.1,21,122
49900,0.1,22,124
49900,0.1,23,114
49900,0.1,24,101
49900,0.1,25,104
49900,0.1,26,103
49900,0.1,27,109
49900,0.1,28,113
49900,0.1,29,91
49900,0.1,30,94
49900,0.1,31,135
49900,0.1,32,95
49900,0.1,33,112
49900,0.1,34,106
49900,0.1,35,103
49900,0.1,36,101
49900,0.1,37,110
49900,0.1,38,117
49900,0.1,39,107
49900,0.1,40,105
49900,0.1,41,104
49900,0.1,42,136
49900,0.1,43,120
49900,0.1,44,104
49900,0.1,45,110
49900,0.1,46,92
49900,0.1,47,128
49900,0.1,48,91
49900,0.1,49,119
49900,0.1,50,100
50000,0.1,1,115
50000,0.1,2,110
50000,0.1,3,99
50000,0.1,4,101
50000,0.1,5,116
50000,0.1,6,109
50000,0.1,7,106
50000,0.1,8,102
50000,0.1,9,99
50000,0.1,10,121
50000,0.1,11,132
50000,0.1,12,111
50000,0.1,13,95
50000,0.1,14,93
50000,0.1,15,132
50000,0.1,16,117
50000,0.1,17,107
50000,0.1,18,105
50000,0.1,19,121
50000,0.1,20,93
50000,0.1,21,102
50000,0.1,22,110
50000,0.1,23,99
50000,0.1,24,103
50000,0.1,25,96
50000,0.1,26,110
50000,0.1,27,121
50000,0.1,28,137
50000,0.1,29,100
50000,0.1,30,108
50000,0.1,31,109
50000,0.1,32,109
50000,0.1,33,88
50000,0.1,34,114
50000,0.1,35,118
50000,0.1,36,102
50000,0.1,37,112
50000,0.1,38,123
50000,0.1,39,112
50000,0.1,40,109
50000,0.1,41,115
50000,0.1,42,102
50000,0.1,43,117
50000,0.1,44,99
50000,0.1,45,111
50000,0.1,46,102
50000,0.1,47,111
50000,0.1,48,95
50000,0.1,49,85
50000,0.1,50,96
50100,0.1,1,110
50100,0.1,2,102
50100,0.1,3,121
50100,0.1,4,103
50100,0.1,5,95
50100,0.1,6,102
50100,0.1,7,111
50100,0.1,8,108
50100,0.1,9,127
50100,0.1,10,116
50100,0.1,11,103
50100,0.1,12,104
50100,0.1,13,98
50100,0.1,14,108
50100,0.1,15,91
50100,0.1,16,103
50100,0.1,17,99
50100,0.1,18,101
50100,0.1,19,108
50100,0.1,20,100
50100,0.1,21,108
50100,0.1,22,97
50100,0.1,23,98
50100,0.1,24,101
50100,0.1,25,99
50100,0.1,26,107
50100,0.1,27,110
50100,0.1,28,101
50100,0.1,29,136
50100,0.1,30,94
50100,0.1,31,99
50100,0.1,32,140
50100,0.1,33,102
50100,0.1,34,110
50100,0.1,35,98
50100,0.1,36,92
50100,0.1,37,117
50100,0.1,38,116
50100,0.1,39,117
50100,0.1,40,95
50100,0.1,41,111
50100,0.1,42,118
50100,0.1,43,104
50100,0.1,44,101
50100,0.1,45,91
50100,0.1,46,96
50100,0.1,47,108
50100,0.1,48,113
50100,0.1,49,101
50100,0.1,50,111
50200,0.1,1,117
50200,0.1,2,111
50200,0.1,3,97
50200,0.1,4,98
50200,0.1,5,104
50200,0.1,6,106
50200,0.1,7,102
50200,0.1,8,99
50200,0.1,9,107
50200,0.1,10,94
50200,0.1,11,96
50200,0.1,12,100
50200,0.1,13,99
50200,0.1,14,94
50200,0.1,15,128
50200,0.1,16,111
50200,0.1,17,112
50200,0.1,18,115
50200,0.1,19,100
50200,0.1,20,117
50200,0.1,21,106
50200,0.1,22,109
50200,0.1,23,130
50200,0.1,24,108
50200,0.1,25,110
50200,0.1,26,108
50200,0.1,27,106
50200,0.1,28,113
50200,0.1,29,102
50200,0.1,30,102
50200,0.1,31,102
50200,0.1,32,131
50200,0.1,33,103
50200,0.1,34,124
50200,0.1,35,101
50200,0.1,36,100
50200,0.1,37,95
50200,0.1,38,96
50200,0.1,39,105
50200,0.1,40,122
50200,0.1,41,107
50200,0.1,42,106
50200,0.1,43,99
50200,0.1,44,101
50200,0.1,45,137
50200,0.1,46,108
50200,0.1,47,110
50200,0.1,48,112
50200,0.1,49,100
50200,0.1,50,97
50300,0.1,1,107
50300,0.1,2,103
50300,0.1,3,133
50300,0.1,4,147
50300,0.1,5,99
50300,0.1,6,117
50300,0.1,7,117
50300,0.1,8,99
50300,0.1,9,101
50300,0.1,10,104
50300,0.1,11,95
50300,0.1,12,99
50300,0.1,13,101
50300,0.1,14,120
50300,0.1,15,118
50300,0.1,16,97
50300,0.1,17,93
50300,0.1,18,103
50300,0.1,19,105
50300,0.1,20,93
50300,0.1,21,115
50300,0.1,22,106
50300,0.1,23,107
50300,0.1,24,97
50300,0.1,25,100
50300,0.1,26,97
50300,0.1,27,94
50300,0.1,28,90
50300,0.1,29,112
50300,0.1,30,114
50300,0.1,31,108
50300,0.1,32,102
50300,0.1,33,107
50300,0.1,34,120
50300,0.1,35,144
50300,0.1,36,116
50300,0.1,37,113
50300,0.1,38,113
50300,0.1,39,86
50300,0.1,40,94
50300,0.1,41,104
50300,0.1,42,107
50300,0.1,43,109
50300,0.1,44,114
50300,0.1,45,100
50300,0.1,46,104
50300,0.1,47,113
50300,0.1,48,117
50300,0.1,49,107
50300,0.1,50,100
50400,0.1,1,114
50400,0.1,2,108
50400,0.1,3,109
50400,0.1,4,106
50400,0.1,5,112
50400,0.1,6,96
50400,0.1,7,99
50400,0.1,8,103
50400,0.1,9,110
50400,0.1,10,108
50400,0.1,11,86
50400,0.1,12,100
50400,0.1,13,116
50400,0.1,14,104
50400,0.1,15,121
50400,0.1,16,103
50400,0.1,17,124
50400,0.1,18,97
50400,0.1,19,108
50400,0.1,20,109
50400,0.1,21,103
50400,0.1,22,97
50400,0.1,23,101
50400,0.1,24,96
50400,0.1,25,106
50400,0.1,26,134
50400,0.1,27,125
50400,0.1,28,133
50400,0.1,29,111
50400,0.1,30,118
50400,0.1,31,122
50400,0.1,32,109
50400,0.1,33,100
50400,0.1,34,103
50400,0.1,35,104
50400,0.1,36,99
50400,0.1,37,126
50400,0.1,38,117
50400,0.1,39,99
50400,0.1,40,131
50400,0.1,41,94
50400,0.1,42,108
50400,0.1,43,106
50400,0.1,44,116
50400,0.1,45,102
50400,0.1,46,97
50400,0.1,47,101
50400,0.1,48,111
50400,0.1,49,115
50400,0.1,50,99
50500,0.1,1,106
50500,0.1,2,107
50500,0.1,3,100
50500,0.1,4,110
50500,0.1,5,113
50500,0.1,6,102
50500,0.1,7,105
50500,0.1,8,101
50500,0.1,9,133
50500,0.1,10,106
50500,0.1,11,108
50500,0.1,12,99
50500,0.1,13,92
50500,0.1,14,91
50500,0.1,15,117
50500,0.1,16,102
50500,0.1,17,125
50500,0.1,18,108
50500,0.1,19,115
50500,0.1,20,106
50500,0.1,21,105
50500,0.1,22,120
50500,0.1,23,119
50500,0.1,24,96
50500,0.1,25,103
50500,0.1,26,129
50500,0.1,27,109
50500,0.1,28,102
50500,0.1,29,116
50500,0.1,30,104
50500,0.1,31,109
50500,0.1,32,92
50500,0.1,33,111
50500,0.1,34,125
50500,0.1,35,145
50500,0.1,36,93
50500,0.1,37,118
50500,0.1,38,106
50500,0.1,39,91
50500,0.1,40,106
50500,0.1,41,104
50500,0.1,42,101
50500,0.1,43,105
50500,0.1,44,99
50500,0.1,45,106
50500,0.1,46,105
50500,0.1,47,92
50500,0.1,48,113
50500,0.1,49,123
50500,0.1,50,111
50600,0.1,1,102
50600,0.1,2,113
50600,0.1,3,95
50600,0.1,4,114
50600,0.1,5,106
50600,0.1,6,96
50600,0.1,7,116
50600,0.1,8,103
50600,0.1,9,107
50600,0.1,10,100
50600,0.1,11,112
50600,0.1,12,93
50600,0.1,13,99
50600,0.1,14,112
50600,0.1,15,113
50600,0.1,16,104
50600,0.1,17,103
50600,0.1,18,108
50600,0.1,19,125
50600,0.1,20,111
50600,0.1,21,91
