n,p,rep,rounds
34400,0.5,46,15
34400,0.5,47,13
34400,0.5,48,18
34400,0.5,49,16
34400,0.5,50,15
34500,0.5,1,21
34500,0.5,2,15
34500,0.5,3,21
34500,0.5,4,17
34500,0.5,5,20
34500,0.5,6,21
34500,0.5,7,15
34500,0.5,8,22
34500,0.5,9,18
34500,0.5,10,15
34500,0.5,11,14
34500,0.5,12,19
34500,0.5,13,14
34500,0.5,14,17
34500,0.5,15,18
34500,0.5,16,16
34500,0.5,17,17
34500,0.5,18,16
34500,0.5,19,14
34500,0.5,20,17
34500,0.5,21,19
34500,0.5,22,15
34500,0.5,23,16
34500,0.5,24,16
34500,0.5,25,13
34500,0.5,26,14
34500,0.5,27,14
34500,0.5,28,20
34500,0.5,29,17
34500,0.5,30,15
34500,0.5,31,22
34500,0.5,32,17
34500,0.5,33,16
34500,0.5,34,17
34500,0.5,35,18
34500,0.5,36,18
34500,0.5,37,16
34500,0.5,38,14
34500,0.5,39,20
34500,0.5,40,14
34500,0.5,41,13
34500,0.5,42,19
34500,0.5,43,16
34500,0.5,44,17
34500,0.5,45,16
34500,0.5,46,15
34500,0.5,47,23
34500,0.5,48,16
34500,0.5,49,13
34500,0.5,50,17
34600,0.5,1,17
34600,0.5,2,21
34600,0.5,3,16
34600,0.5,4,14
34600,0.5,5,18
34600,0.5,6,13
34600,0.5,7,17
34600,0.5,8,17
34600,0.5,9,21
34600,0.5,10,15
34600,0.5,11,16
34600,0.5,12,19
34600,0.5,13,16
34600,0.5,14,14
34600,0.5,15,17
34600,0.5,16,16
34600,0.5,17,15
34600,0.5,18,17
34600,0.5,19,19
34600,0.5,20,15
34600,0.5,21,18
34600,0.5,22,16
34600,0.5,23,16
34600,0.5,24,16
34600,0.5,25,15
34600,0.5,26,16
34600,0.5,27,15
34600,0.5,28,15
34600,0.5,29,13
34600,0.5,30,15
34600,0.5,31,19
34600,0.5,32,15
34600,0.5,33,15
34600,0.5,34,18
34600,0.5,35,15
34600,0.5,36,17
34600,0.5,37,16
34600,0.5,38,15
34600,0.5,39,17
34600,0.5,40,20
34600,0.5,41,17
34600,0.5,42,16
34600,0.5,43,15
34600,0.5,44,16
34600,0.5,45,21
34600,0.5,46,14
34600,0.5,47,17
34600,0.5,48,13
34600,0.5,49,15
34600,0.5,50,17
34700,0.5,1,16
34700,0.5,2,16
34700,0.5,3,16
34700,0.5,4,15
34700,0.5,5,16
34700,0.5,6,15
34700,0.5,7,16
34700,0.5,8,18
34700,0.5,9,15
34700,0.5,10,16
34700,0.5,11,17
34700,0.5,12,16
34700,0.5,13,16
34700,0.5,14,14
34700,0.5,15,14
34700,0.5,16,15
34700,0.5,17,16
34700,0.5,18,18
34700,0.5,19,24
34700,0.5,20,16
34700,0.5,21,16
34700,0.5,22,16
34700,0.5,23,16
34700,0.5,24,21
34700,0.5,25,15
34700,0.5,26,17
34700,0.5,27,15
34700,0.5,28,17
34700,0.5,29,16
34700,0.5,30,18
34700,0.5,31,15
34700,0.5,32,15
34700,0.5,33,17
34700,0.5,34,14
34700,0.5,35,16
34700,0.5,36,16
34700,0.5,37,14
34700,0.5,38,16
34700,0.5,39,16
34700,0.5,40,19
34700,0.5,41,14
34700,0.5,42,22
34700,0.5,43,17
34700,0.5,44,15
34700,0.5,45,17
34700,0.5,46,17
34700,0.5,47,17
34700,0.5,48,16
34700,0.5,49,17
34700,0.5,50,13
34800,0.5,1,16
34800,0.5,2,16
34800,0.5,3,14
34800,0.5,4,17
34800,0.5,5,20
34800,0.5,6,15
34800,0.5,7,19
34800,0.5,8,14
34800,0.5,9,16
34800,0.5,10,17
34800,0.5,11,15
34800,0.5,12,16
34800,0.5,13,16
34800,0.5,14,19
34800,0.5,15,16
34800,0.5,16,18
34800,0.5,17,19
34800,0.5,18,18
34800,0.5,19,16
34800,0.5,20,16
34800,0.5,21,17
34800,0.5,22,18
34800,0.5,23,18
34800,0.5,24,16
34800,0.5,25,17
34800,0.5,26,13
34800,0.5,27,14
34800,0.5,28,16
34800,0.5,29,15
34800,0.5,30,16
34800,0.5,31,18
34800,0.5,32,16
34800,0.5,33,16
34800,0.5,34,18
34800,0.5,35,15
34800,0.5,36,19
34800,0.5,37,20
34800,0.5,38,16
34800,0.5,39,15
34800,0.5,40,16
34800,0.5,41,16
34800,0.5,42,19
34800,0.5,43,15
34800,0.5,44,14
34800,0.5,45,17
34800,0.5,46,16
34800,0.5,47,18
34800,0.5,48,15
34800,0.5,49,18
34800,0.5,50,17
34900,0.5,1,16
34900,0.5,2,17
34900,0.5,3,19
34900,0.5,4,20
34900,0.5,5,20
34900,0.5,6,16
34900,0.5,7,14
34900,0.5,8,17
34900,0.5,9,16
34900,0.5,10,16
34900,0.5,11,16
34900,0.5,12,15
34900,0.5,13,17
34900,0.5,14,16
34900,0.5,15,17
34900,0.5,16,13
34900,0.5,17,18
34900,0.5,18,18
34900,0.5,19,18
34900,0.5,20,18
34900,0.5,21,17
34900,0.5,22,16
34900,0.5,23,18
34900,0.5,24,19
34900,0.5,25,16
34900,0.5,26,15
34900,0.5,27,15
34900,0.5,28,17
34900,0.5,29,16
34900,0.5,30,16
34900,0.5,31,16
34900,0.5,32,15
34900,0.5,33,14
34900,0.5,34,15
34900,0.5,35,18
34900,0.5,36,14
34900,0.5,37,15
34900,0.5,38,14
34900,0.5,39,17
34900,0.5,40,18
34900,0.5,41,15
34900,0.5,42,21
34900,0.5,43,18
34900,0.5,44,17
34900,0.5,45,16
34900,0.5,46,16
34900,0.5,47,15
34900,0.5,48,16
34900,0.5,49,17
34900,0.5,50,15
35000,0.5,1,15
35000,0.5,2,15
35000,0.5,3,16
35000,0.5,4,19
35000,0.5,5,17
35000,0.5,6,16
35000,0.5,7,16
35000,0.5,8,14
35000,0.5,9,16
35000,0.5,10,18
35000,0.5,11,14
35000,0.5,12,16
35000,0.5,13,16
35000,0.5,14,17
35000,0.5,15,16
35000,0.5,16,14
35000,0.5,17,15
35000,0.5,18,18
35000,0.5,19,16
35000,0.5,20,20
35000,0.5,21,14
35000,0.5,22,16
35000,0.5,23,18
35000,0.5,24,17
35000,0.5,25,16
35000,0.5,26,16
35000,0.5,27,18
35000,0.5,28,16
35000,0.5,29,15
35000,0.5,30,19
35000,0.5,31,15
35000,0.5,32,15
35000,0.5,33,16
35000,0.5,34,15
35000,0.5,35,16
35000,0.5,36,20
35000,0.5,37,18
35000,0.5,38,18
35000,0.5,39,16
35000,0.5,40,17
35000,0.5,41,17
35000,0.5,42,19
35000,0.5,43,14
35000,0.5,44,18
35000,0.5,45,20
35000,0.5,46,17
35000,0.5,47,14
35000,0.5,48,16
35000,0.5,49,18
35000,0.5,50,16
35100,0.5,1,14
35100,0.5,2,15
35100,0.5,3,17
35100,0.5,4,18
35100,0.5,5,15
35100,0.5,6,14
35100,0.5,7,16
35100,0.5,8,16
35100,0.5,9,15
35100,0.5,10,15
35100,0.5,11,16
35100,0.5,12,14
35100,0.5,13,17
35100,0.5,14,17
35100,0.5,15,16
35100,0.5,16,15
35100,0.5,17,14
35100,0.5,18,18
35100,0.5,19,16
35100,0.5,20,15
35100,0.5,21,16
35100,0.5,22,14
35100,0.5,23,16
35100,0.5,24,15
35100,0.5,25,16
35100,0.5,26,19
35100,0.5,27,17
35100,0.5,28,17
35100,0.5,29,15
35100,0.5,30,16
35100,0.5,31,14
35100,0.5,32,18
35100,0.5,33,15
35100,0.5,34,19
35100,0.5,35,18
35100,0.5,36,16
35100,0.5,37,16
35100,0.5,38,16
35100,0.5,39,14
35100,0.5,40,15
35100,0.5,41,15
35100,0.5,42,18
35100,0.5,43,14
35100,0.5,44,19
35100,0.5,45,15
35100,0.5,46,14
35100,0.5,47,14
35100,0.5,48,18
35100,0.5,49,19
35100,0.5,50,16
35200,0.5,1,16
35200,0.5,2,16
35200,0.5,3,15
35200,0.5,4,17
35200,0.5,5,21
35200,0.5,6,19
35200,0.5,7,17
35200,0.5,8,16
35200,0.5,9,17
35200,0.5,10,15
35200,0.5,11,18
35200,0.5,12,16
35200,0.5,13,14
35200,0.5,14,16
35200,0.5,15,15
35200,0.5,16,17
35200,0.5,17,15
35200,0.5,18,16
35200,0.5,19,15
35200,0.5,20,15
35200,0.5,21,18
35200,0.5,22,16
35200,0.5,23,15
35200,0.5,24,18
35200,0.5,25,14
35200,0.5,26,16
35200,0.5,27,18
35200,0.5,28,16
35200,0.5,29,15
35200,0.5,30,15
35200,0.5,31,16
35200,0.5,32,19
35200,0.5,33,18
35200,0.5,34,15
35200,0.5,35,18
35200,0.5,36,18
35200,0.5,37,15
35200,0.5,38,16
35200,0.5,39,13
35200,0.5,40,15
35200,0.5,41,17
35200,0.5,42,20
35200,0.5,43,20
35200,0.5,44,17
35200,0.5,45,14
35200,0.5,46,13
35200,0.5,47,18
35200,0.5,48,18
35200,0.5,49,17
35200,0.5,50,18
35300,0.5,1,15
35300,0.5,2,15
35300,0.5,3,16
35300,0.5,4,16
35300,0.5,5,16
35300,0.5,6,17
35300,0.5,7,22
35300,0.5,8,16
35300,0.5,9,15
35300,0.5,10,17
35300,0.5,11,19
35300,0.5,12,16
35300,0.5,13,16
35300,0.5,14,16
35300,0.5,15,18
35300,0.5,16,15
35300,0.5,17,17
35300,0.5,18,13
35300,0.5,19,18
35300,0.5,20,14
35300,0.5,21,17
35300,0.5,22,16
35300,0.5,23,17
35300,0.5,24,16
35300,0.5,25,14
35300,0.5,26,17
35300,0.5,27,16
35300,0.5,28,20
35300,0.5,29,15
35300,0.5,30,17
35300,0.5,31,15
35300,0.5,32,13
35300,0.5,33,19
35300,0.5,34,15
35300,0.5,35,16
35300,0.5,36,15
35300,0.5,37,15
35300,0.5,38,16
35300,0.5,39,16
35300,0.5,40,15
35300,0.5,41,15
35300,0.5,42,17
35300,0.5,43,17
35300,0.5,44,14
35300,0.5,45,21
35300,0.5,46,14
35300,0.5,47,15
35300,0.5,48,16
35300,0.5,49,16
35300,0.5,50,18
35400,0.5,1,16
35400,0.5,2,18
35400,0.5,3,14
35400,0.5,4,16
35400,0.5,5,17
35400,0.5,6,16
35400,0.5,7,18
35400,0.5,8,16
35400,0.5,9,14
35400,0.5,10,19
35400,0.5,11,19
35400,0.5,12,15
35400,0.5,13,15
35400,0.5,14,15
35400,0.5,15,15
35400,0.5,16,15
35400,0.5,17,16
35400,0.5,18,17
35400,0.5,19,14
35400,0.5,20,17
35400,0.5,21,15
35400,0.5,22,16
35400,0.5,23,15
35400,0.5,24,17
35400,0.5,25,14
35400,0.5,26,16
35400,0.5,27,15
35400,0.5,28,16
35400,0.5,29,19
35400,0.5,30,14
35400,0.5,31,14
35400,0.5,32,21
35400,0.5,33,18
35400,0.5,34,16
35400,0.5,35,18
35400,0.5,36,17
35400,0.5,37,19
35400,0.5,38,17
35400,0.5,39,16
35400,0.5,40,16
35400,0.5,41,17
35400,0.5,42,16
35400,0.5,43,19
35400,0.5,44,21
35400,0.5,45,15
35400,0.5,46,14
35400,0.5,47,15
35400,0.5,48,18
35400,0.5,49,16
35400,0.5,50,15
35500,0.5,1,16
35500,0.5,2,17
35500,0.5,3,15
35500,0.5,4,16
35500,0.5,5,15
35500,0.5,6,18
35500,0.5,7,15
35500,0.5,8,16
35500,0.5,9,16
35500,0.5,10,15
35500,0.5,11,16
35500,0.5,12,14
35500,0.5,13,17
35500,0.5,14,17
35500,0.5,15,15
35500,0.5,16,17
35500,0.5,17,20
35500,0.5,18,15
35500,0.5,19,15
35500,0.5,20,18
35500,0.5,21,17
35500,0.5,22,15
35500,0.5,23,18
35500,0.5,24,18
35500,0.5,25,19
35500,0.5,26,15
35500,0.5,27,14
35500,0.5,28,17
35500,0.5,29,16
35500,0.5,30,16
35500,0.5,31,14
35500,0.5,32,18
35500,0.5,33,15
35500,0.5,34,16
35500,0.5,35,16
35500,0.5,36,19
35500,0.5,37,19
35500,0.5,38,18
35500,0.5,39,19
35500,0.5,40,16
35500,0.5,41,15
35500,0.5,42,15
35500,0.5,43,15
35500,0.5,44,16
35500,0.5,45,17
35500,0.5,46,16
35500,0.5,47,14
35500,0.5,48,20
35500,0.5,49,16
35500,0.5,50,20
35600,0.5,1,17
35600,0.5,2,23
35600,0.5,3,21
35600,0.5,4,15
35600,0.5,5,16
35600,0.5,6,17
35600,0.5,7,16
35600,0.5,8,15
35600,0.5,9,16
35600,0.5,10,16
35600,0.5,11,14
35600,0.5,12,16
35600,0.5,13,18
35600,0.5,14,16
35600,0.5,15,17
35600,0.5,16,18
35600,0.5,17,18
35600,0.5,18,16
35600,0.5,19,14
35600,0.5,20,17
35600,0.5,21,24
35600,0.5,22,23
35600,0.5,23,21
35600,0.5,24,15
35600,0.5,25,18
35600,0.5,26,16
35600,0.5,27,15
35600,0.5,28,18
35600,0.5,29,16
35600,0.5,30,16
35600,0.5,31,18
35600,0.5,32,14
35600,0.5,33,18
35600,0.5,34,16
35600,0.5,35,17
35600,0.5,36,18
35600,0.5,37,17
35600,0.5,38,14
35600,0.5,39,16
35600,0.5,40,18
35600,0.5,41,15
35600,0.5,42,17
35600,0.5,43,16
35600,0.5,44,15
35600,0.5,45,17
35600,0.5,46,16
35600,0.5,47,17
35600,0.5,48,15
35600,0.5,49,18
35600,0.5,50,15
35700,0.5,1,19
35700,0.5,2,19
35700,0.5,3,16
35700,0.5,4,22
35700,0.5,5,16
35700,0.5,6,14
35700,0.5,7,16
35700,0.5,8,17
35700,0.5,9,16
35700,0.5,10,19
35700,0.5,11,17
35700,0.5,12,17
35700,0.5,13,16
35700,0.5,14,17
35700,0.5,15,15
35700,0.5,16,17
35700,0.5,17,17
35700,0.5,18,15
35700,0.5,19,17
35700,0.5,20,14
35700,0.5,21,16
35700,0.5,22,16
35700,0.5,23,16
35700,0.5,24,15
35700,0.5,25,16
35700,0.5,26,21
35700,0.5,27,15
35700,0.5,28,17
35700,0.5,29,16
35700,0.5,30,14
35700,0.5,31,19
35700,0.5,32,16
35700,0.5,33,15
35700,0.5,34,15
35700,0.5,35,17
35700,0.5,36,18
35700,0.5,37,18
35700,0.5,38,15
35700,0.5,39,16
35700,0.5,40,14
35700,0.5,41,14
35700,0.5,42,16
35700,0.5,43,16
35700,0.5,44,14
35700,0.5,45,16
35700,0.5,46,17
35700,0.5,47,22
35700,0.5,48,15
35700,0.5,49,16
35700,0.5,50,17
35800,0.5,1,14
35800,0.5,2,15
35800,0.5,3,15
35800,0.5,4,14
35800,0.5,5,19
35800,0.5,6,21
35800,0.5,7,17
35800,0.5,8,16
35800,0.5,9,18
35800,0.5,10,16
35800,0.5,11,14
35800,0.5,12,15
35800,0.5,13,16
35800,0.5,14,15
35800,0.5,15,20
35800,0.5,16,21
35800,0.5,17,16
35800,0.5,18,18
35800,0.5,19,16
35800,0.5,20,17
35800,0.5,21,19
35800,0.5,22,18
35800,0.5,23,15
35800,0.5,24,19
35800,0.5,25,15
35800,0.5,26,16
35800,0.5,27,14
35800,0.5,28,16
35800,0.5,29,14
35800,0.5,30,18
35800,0.5,31,16
35800,0.5,32,16
35800,0.5,33,17
35800,0.5,34,17
35800,0.5,35,15
35800,0.5,36,16
35800,0.5,37,15
35800,0.5,38,17
35800,0.5,39,18
35800,0.5,40,28
35800,0.5,41,20
35800,0.5,42,15
35800,0.5,43,14
35800,0.5,44,15
35800,0.5,45,15
35800,0.5,46,14
35800,0.5,47,16
35800,0.5,48,18
35800,0.5,49,15
35800,0.5,50,16
35900,0.5,1,16
35900,0.5,2,15
35900,0.5,3,14
35900,0.5,4,15
35900,0.5,5,16
35900,0.5,6,19
35900,0.5,7,17
35900,0.5,8,17
35900,0.5,9,16
35900,0.5,10,16
35900,0.5,11,16
35900,0.5,12,18
35900,0.5,13,21
35900,0.5,14,14
35900,0.5,15,20
35900,0.5,16,15
35900,0.5,17,16
35900,0.5,18,18
35900,0.5,19,16
35900,0.5,20,14
35900,0.5,21,14
35900,0.5,22,14
35900,0.5,23,21
35900,0.5,24,18
35900,0.5,25,15
35900,0.5,26,21
35900,0.5,27,15
35900,0.5,28,17
35900,0.5,29,15
35900,0.5,30,15
35900,0.5,31,16
35900,0.5,32,15
35900,0.5,33,16
35900,0.5,34,16
35900,0.5,35,17
35900,0.5,36,17
35900,0.5,37,15
35900,0.5,38,15
35900,0.5,39,19
35900,0.5,40,16
35900,0.5,41,18
35900,0.5,42,17
35900,0.5,43,16
35900,0.5,44,15
35900,0.5,45,15
35900,0.5,46,15
35900,0.5,47,18
35900,0.5,48,18
35900,0.5,49,17
35900,0.5,50,14
36000,0.5,1,16
36000,0.5,2,16
36000,0.5,3,15
36000,0.5,4,16
36000,0.5,5,14
36000,0.5,6,16
36000,0.5,7,15
36000,0.5,8,14
36000,0.5,9,15
36000,0.5,10,15
36000,0.5,11,16
36000,0.5,12,17
36000,0.5,13,16
36000,0.5,14,16
36000,0.5,15,19
36000,0.5,16,20
36000,0.5,17,15
36000,0.5,18,18
36000,0.5,19,15
36000,0.5,20,15
36000,0.5,21,16
36000,0.5,22,16
36000,0.5,23,16
36000,0.5,24,15
36000,0.5,25,16
36000,0.5,26,20
36000,0.5,27,18
36000,0.5,28,17
36000,0.5,29,15
36000,0.5,30,16
36000,0.5,31,17
36000,0.5,32,16
36000,0.5,33,15
36000,0.5,34,15
36000,0.5,35,18
36000,0.5,36,16
36000,0.5,37,24
36000,0.5,38,17
36000,0.5,39,16
36000,0.5,40,18
36000,0.5,41,14
36000,0.5,42,18
36000,0.5,43,17
36000,0.5,44,15
36000,0.5,45,14
36000,0.5,46,17
36000,0.5,47,16
36000,0.5,48,17
36000,0.5,49,18
36000,0.5,50,17
36100,0.5,1,16
36100,0.5,2,17
36100,0.5,3,18
36100,0.5,4,18
36100,0.5,5,15
36100,0.5,6,20
36100,0.5,7,16
36100,0.5,8,18
36100,0.5,9,16
36100,0.5,10,17
36100,0.5,11,16
36100,0.5,12,15
36100,0.5,13,16
36100,0.5,14,17
36100,0.5,15,16
36100,0.5,16,17
36100,0.5,17,17
36100,0.5,18,15
36100,0.5,19,15
36100,0.5,20,16
36100,0.5,21,17
36100,0.5,22,19
36100,0.5,23,15
36100,0.5,24,16
36100,0.5,25,14
36100,0.5,26,18
36100,0.5,27,17
36100,0.5,28,18
36100,0.5,29,17
36100,0.5,30,17
36100,0.5,31,15
36100,0.5,32,15
36100,0.5,33,14
36100,0.5,34,19
36100,0.5,35,19
36100,0.5,36,20
36100,0.5,37,17
36100,0.5,38,15
36100,0.5,39,16
36100,0.5,40,17
36100,0.5,41,14
36100,0.5,42,13
36100,0.5,43,17
36100,0.5,44,15
36100,0.5,45,16
36100,0.5,46,16
36100,0.5,47,17
36100,0.5,48,15
36100,0.5,49,20
36100,0.5,50,17
36200,0.5,1,16
36200,0.5,2,15
36200,0.5,3,19
36200,0.5,4,15
36200,0.5,5,16
36200,0.5,6,17
36200,0.5,7,16
36200,0.5,8,19
36200,0.5,9,16
36200,0.5,10,15
36200,0.5,11,15
36200,0.5,12,15
36200,0.5,13,16
36200,0.5,14,18
36200,0.5,15,15
36200,0.5,16,17
36200,0.5,17,16
36200,0.5,18,15
36200,0.5,19,16
36200,0.5,20,18
36200,0.5,21,15
36200,0.5,22,16
36200,0.5,23,15
36200,0.5,24,16
36200,0.5,25,15
36200,0.5,26,17
36200,0.5,27,15
36200,0.5,28,16
36200,0.5,29,16
36200,0.5,30,18
36200,0.5,31,17
36200,0.5,32,15
36200,0.5,33,16
36200,0.5,34,16
36200,0.5,35,14
36200,0.5,36,13
36200,0.5,37,14
36200,0.5,38,16
36200,0.5,39,17
36200,0.5,40,16
36200,0.5,41,16
36200,0.5,42,14
36200,0.5,43,22
36200,0.5,44,14
36200,0.5,45,15
36200,0.5,46,17
36200,0.5,47,17
36200,0.5,48,17
36200,0.5,49,19
36200,0.5,50,19
36300,0.5,1,17
36300,0.5,2,16
36300,0.5,3,21
36300,0.5,4,16
36300,0.5,5,17
36300,0.5,6,18
36300,0.5,7,19
36300,0.5,8,16
36300,0.5,9,16
36300,0.5,10,14
36300,0.5,11,16
36300,0.5,12,16
36300,0.5,13,15
36300,0.5,14,16
36300,0.5,15,16
36300,0.5,16,15
36300,0.5,17,17
36300,0.5,18,17
36300,0.5,19,17
36300,0.5,20,17
36300,0.5,21,16
36300,0.5,22,18
36300,0.5,23,18
36300,0.5,24,14
36300,0.5,25,15
36300,0.5,26,16
36300,0.5,27,19
36300,0.5,28,16
36300,0.5,29,14
36300,0.5,30,18
36300,0.5,31,13
36300,0.5,32,16
36300,0.5,33,14
36300,0.5,34,15
36300,0.5,35,16
36300,0.5,36,17
36300,0.5,37,16
36300,0.5,38,13
36300,0.5,39,17
36300,0.5,40,16
36300,0.5,41,16
36300,0.5,42,20
36300,0.5,43,18
36300,0.5,44,21
36300,0.5,45,15
36300,0.5,46,18
36300,0.5,47,18
36300,0.5,48,17
36300,0.5,49,19
36300,0.5,50,15
36400,0.5,1,19
36400,0.5,2,15
36400,0.5,3,15
36400,0.5,4,17
36400,0.5,5,16
36400,0.5,6,28
36400,0.5,7,16
36400,0.5,8,15
36400,0.5,9,14
36400,0.5,10,16
36400,0.5,11,16
36400,0.5,12,14
36400,0.5,13,15
36400,0.5,14,16
36400,0.5,15,14
36400,0.5,16,14
36400,0.5,17,16
36400,0.5,18,18
36400,0.5,19,17
36400,0.5,20,15
36400,0.5,21,17
36400,0.5,22,15
36400,0.5,23,15
36400,0.5,24,14
36400,0.5,25,15
36400,0.5,26,19
36400,0.5,27,16
36400,0.5,28,17
36400,0.5,29,15
36400,0.5,30,16
36400,0.5,31,17
36400,0.5,32,16
36400,0.5,33,17
36400,0.5,34,14
36400,0.5,35,18
36400,0.5,36,16
36400,0.5,37,17
36400,0.5,38,15
36400,0.5,39,14
36400,0.5,40,17
36400,0.5,41,16
36400,0.5,42,23
36400,0.5,43,16
36400,0.5,44,16
36400,0.5,45,15
36400,0.5,46,15
36400,0.5,47,17
36400,0.5,48,19
36400,0.5,49,16
36400,0.5,50,17
36500,0.5,1,14
36500,0.5,2,16
36500,0.5,3,19
36500,0.5,4,14
36500,0.5,5,17
36500,0.5,6,17
36500,0.5,7,17
36500,0.5,8,17
36500,0.5,9,16
36500,0.5,10,16
36500,0.5,11,14
36500,0.5,12,18
36500,0.5,13,17
36500,0.5,14,16
36500,0.5,15,17
36500,0.5,16,16
36500,0.5,17,14
36500,0.5,18,15
36500,0.5,19,17
36500,0.5,20,17
36500,0.5,21,14
36500,0.5,22,19
36500,0.5,23,18
36500,0.5,24,16
36500,0.5,25,15
36500,0.5,26,15
36500,0.5,27,15
36500,0.5,28,14
36500,0.5,29,16
36500,0.5,30,15
36500,0.5,31,17
36500,0.5,32,16
36500,0.5,33,15
36500,0.5,34,17
36500,0.5,35,18
36500,0.5,36,15
36500,0.5,37,15
36500,0.5,38,19
36500,0.5,39,17
36500,0.5,40,18
36500,0.5,41,14
36500,0.5,42,18
36500,0.5,43,20
36500,0.5,44,17
36500,0.5,45,18
36500,0.5,46,16
36500,0.5,47,16
36500,0.5,48,16
36500,0.5,49,16
36500,0.5,50,15
36600,0.5,1,18
36600,0.5,2,15
36600,0.5,3,16
36600,0.5,4,16
36600,0.5,5,18
36600,0.5,6,14
36600,0.5,7,17
36600,0.5,8,16
36600,0.5,9,15
36600,0.5,10,15
36600,0.5,11,18
36600,0.5,12,16
36600,0.5,13,16
36600,0.5,14,24
36600,0.5,15,15
36600,0.5,16,16
36600,0.5,17,15
36600,0.5,18,15
36600,0.5,19,16
36600,0.5,20,15
36600,0.5,21,14
36600,0.5,22,15
36600,0.5,23,16
36600,0.5,24,17
36600,0.5,25,15
36600,0.5,26,15
36600,0.5,27,17
36600,0.5,28,15
36600,0.5,29,16
36600,0.5,30,17
36600,0.5,31,14
36600,0.5,32,14
36600,0.5,33,15
36600,0.5,34,14
36600,0.5,35,16
36600,0.5,36,16
36600,0.5,37,16
36600,0.5,38,16
36600,0.5,39,17
36600,0.5,40,16
36600,0.5,41,18
36600,0.5,42,18
36600,0.5,43,15
36600,0.5,44,14
36600,0.5,45,20
36600,0.5,46,16
36600,0.5,47,16
36600,0.5,48,17
36600,0.5,49,18
36600,0.5,50,17
36700,0.5,1,16
36700,0.5,2,17
36700,0.5,3,14
36700,0.5,4,15
36700,0.5,5,19
36700,0.5,6,19
36700,0.5,7,15
36700,0.5,8,15
36700,0.5,9,18
36700,0.5,10,16
36700,0.5,11,18
36700,0.5,12,19
36700,0.5,13,17
36700,0.5,14,15
36700,0.5,15,15
36700,0.5,16,15
36700,0.5,17,16
36700,0.5,18,16
36700,0.5,19,16
36700,0.5,20,19
36700,0.5,21,15
36700,0.5,22,16
36700,0.5,23,15
36700,0.5,24,16
36700,0.5,25,15
36700,0.5,26,17
36700,0.5,27,16
36700,0.5,28,22
36700,0.5,29,15
36700,0.5,30,17
36700,0.5,31,15
36700,0.5,32,17
36700,0.5,33,15
36700,0.5,34,18
36700,0.5,35,16
36700,0.5,36,16
36700,0.5,37,15
36700,0.5,38,17
36700,0.5,39,17
36700,0.5,40,16
36700,0.5,41,17
36700,0.5,42,15
36700,0.5,43,15
36700,0.5,44,16
36700,0.5,45,17
36700,0.5,46,19
36700,0.5,47,17
36700,0.5,48,16
36700,0.5,49,17
36700,0.5,50,18
36800,0.5,1,18
36800,0.5,2,15
36800,0.5,3,14
36800,0.5,4,15
36800,0.5,5,14
36800,0.5,6,15
36800,0.5,7,16
36800,0.5,8,17
36800,0.5,9,18
36800,0.5,10,16
36800,0.5,11,16
36800,0.5,12,17
36800,0.5,13,17
36800,0.5,14,16
36800,0.5,15,14
36800,0.5,16,18
36800,0.5,17,15
36800,0.5,18,21
36800,0.5,19,16
36800,0.5,20,15
36800,0.5,21,19
36800,0.5,22,16
36800,0.5,23,15
36800,0.5,24,17
36800,0.5,25,20
36800,0.5,26,20
36800,0.5,27,16
36800,0.5,28,19
36800,0.5,29,23
36800,0.5,30,17
36800,0.5,31,15
36800,0.5,32,16
36800,0.5,33,15
36800,0.5,34,19
36800,0.5,35,17
36800,0.5,36,18
36800,0.5,37,15
36800,0.5,38,15
36800,0.5,39,16
36800,0.5,40,15
36800,0.5,41,19
36800,0.5,42,15
36800,0.5,43,16
36800,0.5,44,16
36800,0.5,45,17
36800,0.5,46,14
36800,0.5,47,16
36800,0.5,48,15
36800,0.5,49,18
36800,0.5,50,15
36900,0.5,1,16
36900,0.5,2,24
36900,0.5,3,16
36900,0.5,4,18
36900,0.5,5,19
36900,0.5,6,15
36900,0.5,7,18
36900,0.5,8,15
36900,0.5,9,16
36900,0.5,10,15
36900,0.5,11,17
36900,0.5,12,16
36900,0.5,13,14
36900,0.5,14,17
36900,0.5,15,18
36900,0.5,16,16
36900,0.5,17,14
36900,0.5,18,17
36900,0.5,19,17
36900,0.5,20,16
36900,0.5,21,16
36900,0.5,22,17
36900,0.5,23,17
36900,0.5,24,14
36900,0.5,25,15
36900,0.5,26,16
36900,0.5,27,15
36900,0.5,28,17
36900,0.5,29,15
36900,0.5,30,16
36900,0.5,31,16
36900,0.5,32,15
36900,0.5,33,16
36900,0.5,34,16
36900,0.5,35,14
36900,0.5,36,17
36900,0.5,37,15
36900,0.5,38,21
36900,0.5,39,16
36900,0.5,40,15
36900,0.5,41,15
36900,0.5,42,15
36900,0.5,43,15
36900,0.5,44,18
36900,0.5,45,16
36900,0.5,46,18
36900,0.5,47,20
36900,0.5,48,16
36900,0.5,49,23
36900,0.5,50,17
37000,0.5,1,17
37000,0.5,2,18
37000,0.5,3,18
37000,0.5,4,17
37000,0.5,5,17
37000,0.5,6,14
37000,0.5,7,18
37000,0.5,8,16
37000,0.5,9,15
37000,0.5,10,14
37000,0.5,11,15
37000,0.5,12,17
37000,0.5,13,17
37000,0.5,14,15
37000,0.5,15,15
37000,0.5,16,15
